datetime,open,high,low,close,volume
2023-04-03 00:00:00,113.12,114.03,112.56,113.35,104600
2023-04-04 00:00:00,113.15,114.06,112.59,113.38,104650
2023-04-05 00:00:00,113.30,114.21,112.74,113.53,104700
2023-04-06 00:00:00,113.57,114.48,113.00,113.80,104750
2023-04-07 00:00:00,113.96,114.88,113.39,114.19,104800
2023-04-08 00:00:00,114.47,115.39,113.90,114.70,104850
2023-04-09 00:00:00,114.26,115.18,113.69,114.49,104900
2023-04-10 00:00:00,114.17,115.09,113.60,114.40,104950
2023-04-11 00:00:00,114.20,115.12,113.63,114.43,105000
2023-04-12 00:00:00,114.35,115.27,113.78,114.58,105050
2023-04-13 00:00:00,114.62,115.54,114.05,114.85,105100
2023-04-14 00:00:00,115.01,115.93,114.43,115.24,105150
2023-04-15 00:00:00,115.52,116.44,114.94,115.75,105200
2023-04-16 00:00:00,115.31,116.23,114.73,115.54,105250
2023-04-17 00:00:00,115.22,116.14,114.64,115.45,105300
2023-04-18 00:00:00,115.25,116.17,114.67,115.48,105350
2023-04-19 00:00:00,115.40,116.32,114.82,115.63,105400
2023-04-20 00:00:00,115.67,116.60,115.09,115.90,105450
2023-04-21 00:00:00,116.06,116.99,115.48,116.29,105500
2023-04-22 00:00:00,116.57,117.50,115.98,116.80,105550
2023-04-23 00:00:00,116.36,117.29,115.77,116.59,105600
2023-04-24 00:00:00,116.27,117.20,115.68,116.50,105650
2023-04-25 00:00:00,116.30,117.23,115.71,116.53,105700
2023-04-26 00:00:00,116.45,117.38,115.86,116.68,105750
2023-04-27 00:00:00,116.72,117.65,116.13,116.95,105800
2023-04-28 00:00:00,117.11,118.04,116.52,117.34,105850
2023-04-29 00:00:00,117.61,118.56,117.03,117.85,105900
2023-04-30 00:00:00,117.40,118.35,116.82,117.64,105950
2023-05-01 00:00:00,117.12,118.05,116.53,117.35,106000
2023-05-02 00:00:00,116.95,117.88,116.36,117.18,106050
2023-05-03 00:00:00,116.90,117.83,116.31,117.13,106100
2023-05-04 00:00:00,116.97,117.90,116.38,117.20,106150
2023-05-05 00:00:00,117.16,118.09,116.57,117.39,106200
2023-05-06 00:00:00,117.46,118.41,116.88,117.70,106250
2023-05-07 00:00:00,117.06,117.99,116.47,117.29,106300
2023-05-08 00:00:00,116.77,117.70,116.18,117.00,106350
2023-05-09 00:00:00,116.60,117.53,116.01,116.83,106400
2023-05-10 00:00:00,116.55,117.48,115.96,116.78,106450
2023-05-11 00:00:00,116.62,117.55,116.03,116.85,106500
2023-05-12 00:00:00,116.81,117.74,116.22,117.04,106550
2023-05-13 00:00:00,117.12,118.05,116.53,117.35,106600
2023-05-14 00:00:00,116.71,117.64,116.12,116.94,106650
2023-05-15 00:00:00,116.42,117.35,115.83,116.65,106700
2023-05-16 00:00:00,116.25,117.18,115.66,116.48,106750
2023-05-17 00:00:00,116.20,117.13,115.61,116.43,106800
2023-05-18 00:00:00,116.27,117.20,115.68,116.50,106850
2023-05-19 00:00:00,116.46,117.39,115.87,116.69,106900
2023-05-20 00:00:00,116.77,117.70,116.18,117.00,106950
2023-05-21 00:00:00,116.36,117.29,115.77,116.59,107000
2023-05-22 00:00:00,116.07,117.00,115.49,116.30,107050
2023-05-23 00:00:00,115.90,116.83,115.32,116.13,107100
2023-05-24 00:00:00,115.85,116.78,115.27,116.08,107150
2023-05-25 00:00:00,115.92,116.85,115.34,116.15,107200
2023-05-26 00:00:00,116.11,117.04,115.53,116.34,107250
2023-05-27 00:00:00,116.42,117.35,115.83,116.65,107300
2023-05-28 00:00:00,116.01,116.94,115.43,116.24,107350
2023-05-29 00:00:00,115.72,116.65,115.14,115.95,107400
2023-05-30 00:00:00,115.55,116.47,114.97,115.78,107450
2023-05-31 00:00:00,115.50,116.42,114.92,115.73,107500
2023-06-01 00:00:00,115.57,116.49,114.99,115.80,107550
2023-06-02 00:00:00,115.76,116.69,115.18,115.99,107600
2023-06-03 00:00:00,116.07,117.00,115.49,116.30,107650
2023-06-04 00:00:00,115.66,116.59,115.08,115.89,107700
2023-06-05 00:00:00,115.37,116.29,114.79,115.60,107750
2023-06-06 00:00:00,115.20,116.12,114.62,115.43,107800
2023-06-07 00:00:00,115.15,116.07,114.57,115.38,107850
2023-06-08 00:00:00,115.22,116.14,114.64,115.45,107900
2023-06-09 00:00:00,115.41,116.33,114.83,115.64,107950
2023-06-10 00:00:00,115.72,116.65,115.14,115.95,108000
2023-06-11 00:00:00,115.31,116.23,114.73,115.54,108050
2023-06-12 00:00:00,115.02,115.94,114.44,115.25,108100
2023-06-13 00:00:00,114.85,115.77,114.27,115.08,108150
2023-06-14 00:00:00,114.80,115.72,114.22,115.03,108200
2023-06-15 00:00:00,114.87,115.79,114.29,115.10,108250
2023-06-16 00:00:00,115.06,115.98,114.48,115.29,108300
2023-06-17 00:00:00,115.37,116.29,114.79,115.60,108350
2023-06-18 00:00:00,114.96,115.88,114.38,115.19,108400
2023-06-19 00:00:00,114.67,115.59,114.10,114.90,108450
2023-06-20 00:00:00,114.50,115.42,113.93,114.73,108500
2023-06-21 00:00:00,114.45,115.37,113.88,114.68,108550
2023-06-22 00:00:00,114.52,115.44,113.95,114.75,108600
2023-06-23 00:00:00,114.71,115.63,114.14,114.94,108650
2023-06-24 00:00:00,115.02,115.94,114.44,115.25,108700
2023-06-25 00:00:00,114.61,115.53,114.04,114.84,108750
2023-06-26 00:00:00,114.32,115.24,113.75,114.55,108800
2023-06-27 00:00:00,114.15,115.07,113.58,114.38,108850
2023-06-28 00:00:00,114.10,115.02,113.53,114.33,108900
2023-06-29 00:00:00,114.17,115.09,113.60,114.40,108950
2023-06-30 00:00:00,114.36,115.28,113.79,114.59,109000
2023-07-01 00:00:00,114.67,115.59,114.10,114.90,109050
2023-07-02 00:00:00,114.26,115.18,113.69,114.49,109100
2023-07-03 00:00:00,113.97,114.89,113.40,114.20,109150
2023-07-04 00:00:00,113.80,114.71,113.23,114.03,109200
2023-07-05 00:00:00,113.75,114.66,113.18,113.98,109250
2023-07-06 00:00:00,113.82,114.73,113.25,114.05,109300
2023-07-07 00:00:00,114.01,114.93,113.44,114.24,109350
2023-07-08 00:00:00,114.32,115.24,113.75,114.55,109400
2023-07-09 00:00:00,113.91,114.82,113.34,114.14,109450
2023-07-10 00:00:00,113.62,114.53,113.05,113.85,109500
2023-07-11 00:00:00,113.45,114.36,112.88,113.68,109550
2023-07-12 00:00:00,113.40,114.31,112.83,113.63,109600
2023-07-13 00:00:00,113.47,114.38,112.90,113.70,109650
2023-07-14 00:00:00,113.66,114.57,113.09,113.89,109700
2023-07-15 00:00:00,113.97,114.89,113.40,114.20,109750
2023-07-16 00:00:00,113.56,114.47,112.99,113.79,109800
2023-07-17 00:00:00,113.27,114.18,112.71,113.50,109850
2023-07-18 00:00:00,113.10,114.01,112.54,113.33,109900
2023-07-19 00:00:00,113.05,113.96,112.49,113.28,109950
2023-07-20 00:00:00,113.12,114.03,112.56,113.35,110000
2023-07-21 00:00:00,113.31,114.22,112.75,113.54,110050
2023-07-22 00:00:00,113.62,114.53,113.05,113.85,110100
2023-07-23 00:00:00,113.21,114.12,112.65,113.44,110150
2023-07-24 00:00:00,112.92,113.83,112.36,113.15,110200
2023-07-25 00:00:00,112.75,113.66,112.19,112.98,110250
2023-07-26 00:00:00,112.70,113.61,112.14,112.93,110300
2023-07-27 00:00:00,112.77,113.68,112.21,113.00,110350
2023-07-28 00:00:00,112.96,113.87,112.40,113.19,110400
2023-07-29 00:00:00,113.27,114.18,112.71,113.50,110450
2023-07-30 00:00:00,112.86,113.77,112.30,113.09,110500
2023-07-31 00:00:00,112.57,113.48,112.01,112.80,110550
2023-08-01 00:00:00,112.40,113.31,111.84,112.63,110600
2023-08-02 00:00:00,112.35,113.26,111.79,112.58,110650
2023-08-03 00:00:00,112.42,113.33,111.86,112.65,110700
2023-08-04 00:00:00,112.61,113.52,112.05,112.84,110750
2023-08-05 00:00:00,112.92,113.83,112.36,113.15,110800
2023-08-06 00:00:00,112.51,113.42,111.95,112.74,110850
2023-08-07 00:00:00,112.23,113.12,111.66,112.45,110900
2023-08-08 00:00:00,112.06,112.95,111.49,112.28,110950
